variant,metric,train_cv_mean,train_cv_std,train_cv_ci_lower,train_cv_ci_upper,train_cv_ci_median,jain,jain_ci_lower,jain_ci_upper,jain_ci_median,shehata_curated,shehata_curated_ci_lower,shehata_curated_ci_upper,shehata_curated_ci_median,harvey,harvey_ci_lower,harvey_ci_upper,harvey_ci_median,variant_type
vh_full,accuracy,0.647422680412371,0.0444881163785079,0.6195876288659794,0.6783762886597938,0.6484536082474227,0.5625,0.45,0.675,0.5625,0.6551724137931034,0.5632183908045977,0.7471264367816092,0.6551724137931034,0.595,0.565,0.626,0.596,fragment
vh_full,brier,0.2250467486845928,0.0157623876777372,0.214407759973594,0.2350771322612953,0.2244207096804353,0.242796865531425,0.2118629463578109,0.2780599286112856,0.2433886255600365,0.2165016816418584,0.1691227193866299,0.26791181077789,0.2155657793959112,0.2477345611476491,0.2356786479541528,0.2604797010438782,0.247331957562522,fragment
vh_full,ece,0.1321273849426627,0.0250391608343757,0.0489884247159494,0.0983078610660665,0.0710122860026981,0.1445860769824552,0.1147628536169483,0.271136363073383,0.1851711475010208,0.1537134807533031,0.1071574144271522,0.2568608179411478,0.1768228056174525,0.1523826407496743,0.1261706947769821,0.182727537159854,0.1543350986442541,fragment
vh_full,f1,0.6578425437762185,0.0471059418700304,0.6252391435385382,0.6947192286136913,0.661486059348021,0.5569620253164557,0.4062386775362319,0.6666666666666666,0.5526315789473685,0.7619047619047619,0.672566371681416,0.837234952120383,0.763035321516367,0.6924829157175398,0.6645789702988146,0.7196797618690879,0.6933436292338832,fragment
vh_full,f1_negative,0.629930362398282,0.0616493748142067,0.601935576764851,0.6687782735007264,0.6348682035008653,0.5679012345679012,0.4303345388788427,0.6842105263157895,0.5647058823529412,0.375,0.1999019607843137,0.5334328358208954,0.375,0.4070278184480234,0.3624964887640449,0.4510959111407039,0.4087591240875912,fragment
vh_full,f1_positive,0.6578425437762185,0.0471059418700304,0.6252391435385382,0.6947192286136913,0.661486059348021,0.5569620253164557,0.4062386775362319,0.6666666666666666,0.5526315789473685,0.7619047619047619,0.672566371681416,0.837234952120383,0.763035321516367,0.6924829157175398,0.6645789702988146,0.7196797618690879,0.6933436292338832,fragment
vh_full,mce,0.5079404479894256,0.2288667754901395,0.2002454531533631,0.9421630094043888,0.362738682726602,0.3227924611529933,0.3099883962055014,0.8267232495724359,0.5615044752544752,0.4313354044604044,0.3349691703224401,0.6645562708644802,0.4834230489141007,0.2213864367614367,0.2165283486603682,0.4414969715951912,0.2642230257470624,fragment
vh_full,pr_auc,0.7053989048159649,0.0804038844944111,0.6412954739610465,0.7377848063383541,0.6927864752443945,0.5278583152282428,0.3761187845583079,0.6892191507023498,0.54082629402824,0.8047268853263766,0.6894636653378059,0.9049604348486496,0.812975050938147,0.6542793792066878,0.6119298251623917,0.7011899982504025,0.6567616192156085,fragment
vh_full,precision,0.6592896415582128,0.0779420147352519,0.6152306916404738,0.6988111501431173,0.6589310485516116,0.4583333333333333,0.3061224489795918,0.5869884910485934,0.4561403508771929,0.64,0.5324274490941158,0.7466666666666667,0.6410256410256411,0.5581395348837209,0.5262355592909536,0.5925236650485437,0.5585531262217678,fragment
vh_full,roc_auc,0.6923323237479255,0.0535836229827958,0.6573601522328458,0.725224376709184,0.691845735962124,0.6287030941408822,0.5006071254928601,0.7511887855162352,0.6274292929292928,0.7546296296296297,0.6439295623909942,0.8589959050996285,0.7571386104977068,0.684726,0.6510805556000065,0.7168889816095603,0.6863603616350225,fragment
vh_full,sensitivity,0.6637019687966134,0.0611480482163647,0.6227897838899804,0.7091778017156029,0.6646341463414634,0.7096774193548387,0.5383928571428571,0.8709677419354839,0.7142857142857143,0.9411764705882352,0.8695652173913043,1.0,0.9433962264150944,0.912,0.8867915474595299,0.9367594611785016,0.9126016260162602,fragment
vh_full,specificity,0.6324351153428249,0.0879879444288981,0.5909970474973506,0.6746273086776823,0.6328857164865074,0.4693877551020408,0.3333333333333333,0.6000943396226414,0.4666666666666667,0.25,0.1176470588235294,0.3954651162790696,0.25,0.278,0.2412355973317162,0.3181862571022727,0.279412273718459,fragment
cdrh1,accuracy,0.5963902258422806,0.0343056227811727,0.5595075239398085,0.6320109439124487,0.5964432284541724,0.5686274509803921,0.4313725490196078,0.7058823529411765,0.5686274509803921,0.5535714285714286,0.4285714285714285,0.6964285714285714,0.5535714285714286,0.4766558089033659,0.4440825190010857,0.50814332247557,0.4766558089033659,fragment
cdrh1,brier,0.2461541753245069,0.0172594317102702,0.2356859648379749,0.2574912151951979,0.2462393097104284,0.2627306444787314,0.2123820714426509,0.3160646429728458,0.2617446027353541,0.2766772269874412,0.2115972426485693,0.3431176804730191,0.2754345966902203,0.3060823583504088,0.2928943661350406,0.3197699721568836,0.3063279163232359,fragment
cdrh1,ece,0.1406259989004055,0.0409860699898698,0.0503374935843293,0.1023904917564282,0.0759173468830987,0.2468084375994803,0.1735260920878251,0.3779409950476164,0.2700488707413928,0.2586185729572888,0.1751729473181443,0.3890743718442865,0.2723884498236461,0.210008166256384,0.1860209303298709,0.2475088253389996,0.2158424985219478,fragment
cdrh1,f1,0.6231032586769655,0.045759039729796,0.584320598741983,0.6635029913072873,0.625,0.5416666666666666,0.35,0.7059436274509804,0.5454545454545454,0.6753246753246753,0.5428571428571428,0.7901234567901234,0.675,0.5688729874776386,0.5330856113716539,0.6005176876617774,0.5688487326993569,fragment
cdrh1,f1_negative,0.5616166639200526,0.0409861376526066,0.5166396550816093,0.6073093703468454,0.5621301775147929,0.5925925925925926,0.4090677179962894,0.7353328173374614,0.5901639344262295,0.2857142857142857,0.0689655172413793,0.4783733133433282,0.2777777777777778,0.3342541436464088,0.2889487537726455,0.3799661498556896,0.3333333333333333,fragment
cdrh1,f1_positive,0.6231032586769655,0.045759039729796,0.584320598741983,0.6635029913072873,0.625,0.5416666666666666,0.35,0.7059436274509804,0.5454545454545454,0.6753246753246753,0.5428571428571428,0.7901234567901234,0.675,0.5688729874776386,0.5330856113716539,0.6005176876617774,0.5688487326993569,fragment
cdrh1,mce,0.6192021426196754,0.2159135791753531,0.2277593904044408,0.9015692859771808,0.4340963506090508,0.8100290584340899,0.4980147920120717,0.81338997657935,0.8100290584340899,0.8268069693744428,0.5447487777351956,0.8268069693744428,0.8268069693744428,0.4275355039766121,0.3443557512789249,0.5442395234419136,0.435147675579555,fragment
cdrh1,pr_auc,0.6263541693462891,0.0991921610843422,0.5428994157444382,0.6459064500391429,0.5945852741229116,0.4269745163582769,0.2720317713497637,0.6525917006689133,0.4524440659607547,0.597601319600961,0.4554566193196901,0.7868167891663025,0.6196349209066979,0.4493827767945261,0.4106049178227951,0.4894502781769987,0.450921490459544,fragment
cdrh1,precision,0.5938808339042316,0.0579740003356877,0.5445703903788025,0.6395395832214404,0.5925492236967647,0.4482758620689655,0.2608695652173913,0.64,0.4508064516129032,0.5306122448979592,0.3912156166814552,0.6666666666666666,0.5306122448979592,0.4704142011834319,0.432347037355088,0.5058492470113337,0.4705879808648864,fragment
cdrh1,roc_auc,0.6098991837515728,0.067583758689496,0.5621233505744907,0.6434365364849678,0.603109806138928,0.5904605263157895,0.4290205824121432,0.7554360661268555,0.5906006335282652,0.6460459183673469,0.4897326203208556,0.7909852150537634,0.6507423939365864,0.4702906696643649,0.4332260801342869,0.5080375429439746,0.4690792122251467,fragment
cdrh1,sensitivity,0.6624460092752775,0.0764366810954214,0.6112525248815601,0.7111243386243387,0.6631297495074584,0.6842105263157895,0.45,0.8888888888888888,0.6842105263157895,0.9285714285714286,0.8064516129032258,1.0,0.9310344827586208,0.7194570135746606,0.6781589513462446,0.7601104324519354,0.7194860813704497,fragment
cdrh1,specificity,0.531052807486631,0.067311647574833,0.4759102709586827,0.5793878010814354,0.5279329608938548,0.5,0.3225806451612903,0.6764705882352942,0.5,0.1785714285714285,0.041625,0.3461538461538461,0.1785714285714285,0.2526096033402922,0.2134105312326415,0.2938775510204082,0.2515657893016383,fragment
cdrh2,accuracy,0.590910773787486,0.0518895136910468,0.5540355677154583,0.625170998632011,0.5896032831737346,0.453125,0.328125,0.578125,0.453125,0.4915254237288136,0.3728813559322034,0.6101694915254238,0.4915254237288136,0.5053110773899848,0.4704097116843702,0.5417298937784522,0.5053110773899848,fragment
cdrh2,brier,0.2398167006125537,0.0118095021208541,0.2291325867984424,0.2512965080832795,0.2401136769425372,0.2790446499844475,0.2432964774637578,0.3175500559593069,0.2781345780466363,0.3025432564298704,0.241362404474826,0.3691807923602461,0.3009041019587035,0.2754206919758358,0.2614271241838238,0.2882071678480244,0.2752643110547997,fragment
cdrh2,ece,0.1403887980720312,0.0317071500984689,0.0405859826938924,0.091777997582613,0.0628549064961249,0.1951904350857202,0.1399673958224746,0.3328271414313404,0.2335498618046135,0.2516383365985918,0.179517232255854,0.3910070500874973,0.2822298498114151,0.1655054324908794,0.1390016798817647,0.2090866523398794,0.1729381119000684,fragment
cdrh2,f1,0.614333893538124,0.0583930638304845,0.5747716776373119,0.6522922938368328,0.6153846153846154,0.4615384615384615,0.2950819672131147,0.6,0.4590163934426229,0.6052631578947368,0.4615384615384615,0.7209302325581395,0.6052631578947368,0.5302593659942363,0.4850187290617004,0.5706467593175523,0.5306704707560628,fragment
cdrh2,f1_negative,0.5611531456061729,0.0584228585890345,0.5133796200513576,0.6054671536020173,0.5618983539800437,0.4444444444444444,0.2807017543859649,0.5882352941176471,0.4406779661016949,0.2857142857142857,0.1052631578947368,0.4517809139784944,0.2857142857142857,0.4775641025641026,0.429772526760298,0.5228235161881032,0.4767333333333333,fragment
cdrh2,f1_positive,0.614333893538124,0.0583930638304845,0.5747716776373119,0.6522922938368328,0.6153846153846154,0.4615384615384615,0.2950819672131147,0.6,0.4590163934426229,0.6052631578947368,0.4615384615384615,0.7209302325581395,0.6052631578947368,0.5302593659942363,0.4850187290617004,0.5706467593175523,0.5306704707560628,fragment
cdrh2,mce,0.4547228637124054,0.154800445479862,0.1673876507124588,0.8102313969065887,0.3093898581171599,0.7957675657675658,0.3551566245752515,0.7957675657675658,0.7957675657675658,0.6108166278166278,0.4998116065221327,0.8868167194571314,0.6572818966861532,0.369013808939838,0.305949719580311,0.584380187800314,0.4029053173789208,fragment
cdrh2,pr_auc,0.6387602969627467,0.0646155281070167,0.564357530462256,0.6675085893516207,0.61726345961988,0.4290639381553223,0.2790786732418715,0.6333300082278747,0.4602991392289575,0.4898113620744326,0.3591077174194735,0.672677775683537,0.5124215916242918,0.4462498739708156,0.3912399622749501,0.5084812806213732,0.4514126658838244,fragment
cdrh2,precision,0.5934410661685148,0.0684167627959415,0.54088818369821,0.6350373611927906,0.5892638840377227,0.3658536585365853,0.2194931402439024,0.5121951219512195,0.3636363636363636,0.4893617021276595,0.3488119312436805,0.6326530612244898,0.4893617021276595,0.4259259259259259,0.3801605361433877,0.4692577384880675,0.426438640724355,fragment
cdrh2,roc_auc,0.6375840852950694,0.0503910819088709,0.5829356161622778,0.6645194287005025,0.6248948006012329,0.5114583333333333,0.35857824933687,0.6556528742575254,0.5103219696969697,0.5132183908045977,0.3711705466391228,0.6607574884792626,0.5171501014198783,0.5503730267079432,0.505607815972314,0.5944646028801328,0.5509777760678324,fragment
cdrh2,sensitivity,0.6487819497575595,0.0967598385231789,0.5955520880816297,0.6916776315789473,0.6435660999583774,0.625,0.4209429824561403,0.8077380952380953,0.625,0.7931034482758621,0.6296031746031746,0.9285714285714286,0.8,0.7022900763358778,0.6499813432835821,0.7540663436992341,0.7030075187969925,fragment
cdrh2,specificity,0.5392304038840416,0.090930839191573,0.4805820895522388,0.5877518438212206,0.5342857142857143,0.35,0.2093023255813953,0.5002659574468082,0.35,0.2,0.0689655172413793,0.3428794642857142,0.1944444444444444,0.3753148614609571,0.3292181553210965,0.422680412371134,0.375,fragment
cdrh3,accuracy,0.5443909663087745,0.0624292253915168,0.5075239398084815,0.5814295485636115,0.5444596443228454,0.4875,0.3875,0.5875,0.4875,0.5487804878048781,0.4390243902439024,0.6707317073170732,0.5487804878048781,0.549949545913219,0.5186680121089808,0.5822401614530777,0.549949545913219,fragment
cdrh3,brier,0.2473343919897575,0.0110914946049492,0.2383678619038434,0.2566617437107277,0.2474991500720768,0.2511594488883796,0.22899566769085,0.2732226779502392,0.2500287923841821,0.2451123142346427,0.2182410798549111,0.272579480745746,0.2444447770838938,0.2548685872068002,0.2469176341916554,0.2634697079468637,0.2548805587884798,fragment
cdrh3,ece,0.1448503391488481,0.038801445544598,0.0483924922292167,0.1087447910711348,0.0751916940909039,0.147548271184071,0.1061833650349146,0.2696797707132141,0.1829242178142301,0.1574429292444911,0.1052687673092083,0.2781728540479813,0.1854810525291187,0.0516015267871377,0.0459109327197642,0.0928939758112469,0.0671853899902397,fragment
cdrh3,f1,0.5453427626121126,0.0574747308578313,0.5006952189825009,0.5887378613882641,0.545574954846478,0.4533333333333333,0.303030303030303,0.5822784810126582,0.4533333333333333,0.6185567010309279,0.4941176470588235,0.7272727272727273,0.62,0.5678294573643411,0.5308882235528942,0.6011560693641619,0.567527989669449,fragment
cdrh3,f1_negative,0.5407111727814428,0.0769760952698007,0.4992804526658013,0.5857621821332293,0.5419793262581869,0.5176470588235295,0.3846153846153846,0.6363886113886114,0.5217391304347826,0.4477611940298507,0.2806072874493927,0.5938316231343282,0.4444444444444444,0.5305263157894737,0.4914144510711034,0.5693126705480739,0.5307806939787516,fragment
cdrh3,f1_positive,0.5453427626121126,0.0574747308578313,0.5006952189825009,0.5887378613882641,0.545574954846478,0.4533333333333333,0.303030303030303,0.5822784810126582,0.4533333333333333,0.6185567010309279,0.4941176470588235,0.7272727272727273,0.62,0.5678294573643411,0.5308882235528942,0.6011560693641619,0.567527989669449,fragment
cdrh3,mce,0.6360866081777949,0.2389597605723502,0.1623971928699175,0.5910035933565345,0.2920035251912378,0.754875884925146,0.4313454318806357,0.754875884925146,0.754875884925146,0.2685764305659915,0.2685764305659915,0.7688878233863423,0.5134228934721545,0.3772521897998344,0.2817112229598489,0.6618026050592835,0.4376420968672255,fragment
cdrh3,pr_auc,0.6335665345693123,0.0540309289927926,0.555717243104068,0.661879891882676,0.6080323888385161,0.4430171766270127,0.3058274291543062,0.6321762013995115,0.465968130697028,0.6777083500306471,0.5448821629198984,0.8031094601810193,0.6866664819195463,0.5422256123099445,0.4996968246376473,0.5871348663244303,0.5437893164775848,fragment
cdrh3,precision,0.563066849386792,0.0857193895514681,0.5014312833992438,0.6065841783177737,0.5552486187845304,0.3863636363636363,0.2399782608695652,0.5279166666666666,0.3863636363636363,0.6,0.4564723320158103,0.7347227570273392,0.6,0.548689138576779,0.5069604592427058,0.5886902191228007,0.5487468161329735,fragment
cdrh3,roc_auc,0.5866708215486345,0.0624459885355127,0.5310812966223143,0.6158191657724206,0.5722076569705907,0.5566161948650428,0.4260752418093463,0.6843353256659708,0.5630131927692903,0.5635258358662614,0.4352205882352941,0.6864824907235622,0.564369475428812,0.5641938952564822,0.527549852794806,0.5988278333647726,0.5633273462334895,fragment
cdrh3,sensitivity,0.5414201448957547,0.0846720523707815,0.4871761658031088,0.5877696107084405,0.5380358236374769,0.5483870967741935,0.3665909090909091,0.7241379310344828,0.5517241379310345,0.6382978723404256,0.4897850629613547,0.7727272727272727,0.6363636363636364,0.5883534136546185,0.5430298215045319,0.6298809523809524,0.5876919840100989,fragment
cdrh3,specificity,0.556925602776996,0.1181435320956101,0.5,0.5994156200159491,0.5507860476541391,0.4489795918367347,0.3181818181818182,0.5849889012208657,0.4523809523809524,0.4285714285714285,0.25,0.6001315789473682,0.4246212121212121,0.5111561866125761,0.4693425510345544,0.5551133786848073,0.5114347091291813,fragment
cdrh123,accuracy,0.6485005553498704,0.0711452205814546,0.615595075239398,0.6839945280437757,0.6484268125854993,0.6,0.5,0.7125,0.6,0.5058823529411764,0.388235294117647,0.6235294117647059,0.5058823529411764,0.6432160804020101,0.6120603015075377,0.6743718592964824,0.6432160804020101,fragment
cdrh123,brier,0.2203217713681647,0.0214560154828297,0.2086146607599384,0.2328125526921678,0.2205921824541291,0.2317837221887713,0.1937634562344256,0.2726106177460126,0.2305220946239148,0.3112208344839345,0.2650840849728285,0.3644199068776179,0.3111483158488266,0.2347696230234192,0.2224333911652283,0.2484597120371,0.2344296867691442,fragment
cdrh123,ece,0.142359308640607,0.025962826825333,0.0365432043318968,0.0794713503225027,0.0563074345914983,0.2231189025329294,0.167342116574903,0.3269258344385147,0.2445710412318595,0.2338403580737866,0.1831481335960918,0.3618397421867315,0.2740328780840373,0.1158923356591896,0.0943440773224741,0.1472198070394573,0.1201633607640137,fragment
cdrh123,f1,0.6692106517303673,0.0630290659760669,0.6300627651828977,0.7073512608966377,0.6700964757884149,0.5428571428571428,0.3823529411764705,0.6744595479855879,0.5405405405405406,0.6181818181818182,0.4998762376237624,0.7258064516129032,0.6194690265486725,0.7058823529411765,0.6752528629670986,0.7333360927152317,0.7062707034667774,fragment
cdrh123,f1_negative,0.6203365853252568,0.0913056025544932,0.5824247353632882,0.6647961637537498,0.6246418338108882,0.6444444444444445,0.5333333333333333,0.758655172413793,0.6451612903225806,0.3,0.1403508771929824,0.4416305916305915,0.2962962962962963,0.5466155810983397,0.5073786698886135,0.5882388548639795,0.5473149461157372,fragment
cdrh123,f1_positive,0.6692106517303673,0.0630290659760669,0.6300627651828977,0.7073512608966377,0.6700964757884149,0.5428571428571428,0.3823529411764705,0.6744595479855879,0.5405405405405406,0.6181818181818182,0.4998762376237624,0.7258064516129032,0.6194690265486725,0.7058823529411765,0.6752528629670986,0.7333360927152317,0.7062707034667774,fragment
cdrh123,mce,0.605208314016974,0.3044945491397271,0.1971426769448127,0.9666666666666668,0.712936507936508,0.3913797313797313,0.328524111105539,0.9104273504273503,0.5436448104740788,0.9475438596491228,0.7016659504132488,0.9475438596491228,0.9475438596491228,0.2640908955602908,0.2022745758451993,0.4960162322502414,0.2905750356935693,fragment
cdrh123,pr_auc,0.7053014376368829,0.0666387513475659,0.6212997522228587,0.7332042541428623,0.6776849034781232,0.5543841312698939,0.4071935381339504,0.7448411719241986,0.576532743355447,0.5187366041887966,0.401882264915722,0.6678929433804535,0.5331340558085502,0.6633918690069762,0.6187799616980864,0.709653958346833,0.6649576085701437,fragment
cdrh123,precision,0.6447426024743459,0.0594492540152068,0.593216133238003,0.6873849407081848,0.642512077294686,0.4871794871794871,0.3255499685732244,0.6341463414634146,0.4857142857142857,0.5666666666666667,0.4332758620689655,0.6949152542372882,0.5690981432360742,0.6025459688826026,0.56675556685684,0.6362526752273944,0.6025459688826026,fragment
cdrh123,roc_auc,0.7062460413227565,0.0637262057312531,0.6629454652238816,0.7368334831049576,0.70041441438978,0.6984858459512837,0.5793917024975314,0.8125404000698812,0.7025228515723907,0.4128571428571428,0.2814595959595959,0.542151039864683,0.409052257266543,0.6917313131313131,0.658029081236212,0.721382344353992,0.6924593151695915,fragment
cdrh123,sensitivity,0.7037476547842402,0.1047590950162653,0.6531071557451867,0.74625888752272,0.6992186175227734,0.6129032258064516,0.4410845588235294,0.7879734848484847,0.6129032258064516,0.68,0.5365635888501743,0.8125578703703703,0.68,0.852,0.8194683474182706,0.8814490088114114,0.852328806953023,fragment
cdrh123,specificity,0.5939692982456141,0.1016739204529155,0.5457063711911357,0.6414218727401442,0.5972597597597598,0.5918367346938775,0.4629629629629629,0.7272727272727273,0.5918367346938775,0.2571428571428571,0.1153571428571428,0.4102941176470587,0.2571428571428571,0.4323232323232323,0.3919145192078263,0.4766967342920732,0.4327592697157915,fragment
